id,room_id,user_id
1,1,377
2,1,210
3,1,713
4,2,466
5,2,936
6,2,635
7,2,661
8,2,685
9,2,949
10,2,138
11,2,915
12,2,890
13,2,485
14,2,14
15,2,333
16,2,94
17,2,543
18,2,857
19,2,838
20,2,916
21,2,623
22,2,196
23,2,737
24,2,499
25,2,870
26,2,177
27,2,842
28,2,798
29,2,938
30,2,472
31,3,746
32,3,412
33,3,891
34,3,76
35,3,894
36,3,798
37,3,987
38,4,161
39,4,65
40,4,354
41,4,241
42,4,479
43,4,532
44,4,748
45,4,399
46,4,614
47,4,598
48,4,808
49,4,936
50,4,630
51,4,438
52,5,339
53,5,57
54,5,426
55,5,575
56,5,555
57,5,791
58,5,531
59,5,436
60,5,482
61,5,899
62,5,204
63,5,771
64,5,519
65,5,780
66,5,63
67,5,78
68,5,894
69,6,144
70,6,807
71,6,924
72,6,418
73,6,227
74,6,711
75,6,776
76,6,908
77,6,194
78,6,999
79,6,584
80,6,738
81,6,141
82,6,428
83,6,785
84,6,980
85,7,444
86,7,576
87,7,397
88,7,29
89,7,965
90,7,92
91,7,92
92,7,290
93,7,932
94,8,442
95,8,683
96,8,27
97,8,426
98,8,713
99,8,685
100,8,616
101,8,513
102,8,553
103,8,156
104,8,39
105,8,554
106,8,541
107,8,310
108,9,441
109,9,348
110,9,839
111,9,27
112,10,490
113,10,452
114,10,366
115,10,926
116,10,990
117,10,942
118,10,252
119,10,442
120,10,648
121,11,897
122,11,186
123,11,656
124,11,840
125,11,149
126,12,858
127,12,117
128,12,74
129,12,7
130,12,209
131,12,310
132,12,691
133,12,188
134,12,849
135,12,72
136,12,285
137,12,726
138,12,867
139,12,235
140,12,48
141,12,275
142,12,845
143,12,515
144,12,666
145,12,128
146,12,833
147,13,541
148,13,80
149,13,906
150,13,831
151,13,488
152,13,501
153,13,625
154,13,977
155,13,60
156,13,595
157,13,881
158,13,261
159,13,8
160,13,830
161,14,198
162,14,113
163,14,899
164,14,967
165,14,449
166,15,277
167,15,114
168,15,805
169,15,595
170,15,464
171,15,890
172,15,315
173,15,284
174,15,912
175,15,856
176,15,4
177,15,771
178,15,778
179,15,537
180,15,590
181,15,127
182,15,228
183,15,311
184,15,636
185,15,770
186,15,569
187,15,65
188,15,352
189,15,423
190,15,861
191,15,181
192,15,119
193,15,709
194,15,838
195,15,830
196,16,865
197,16,64
198,16,123
199,16,36
200,16,14
201,16,441
202,16,813
203,17,193
204,17,782
205,17,594
206,17,23
207,17,322
208,17,130
209,17,964
210,17,712
211,17,208
212,17,336
213,17,299
214,18,367
215,18,794
216,18,971
217,18,865
218,18,630
219,18,252
220,18,292
221,18,4
222,18,446
223,18,407
224,18,793
225,18,15
226,18,300
227,18,855
228,18,977
229,18,465
230,18,121
231,18,837
232,18,945
233,18,502
234,18,396
235,18,800
236,18,888
237,18,423
238,18,340
239,18,546
240,19,612
241,19,967
242,19,88
243,19,151
244,19,397
245,19,432
246,19,23
247,19,491
248,19,710
249,19,624
250,19,432
251,19,45
252,19,223
253,19,94
254,19,944
255,19,858
256,19,72
257,19,178
258,19,154
259,19,158
260,19,798
261,20,321
262,20,523
263,20,826
264,20,600
265,20,727
266,20,368
267,20,665
268,20,345
269,20,828
270,20,628
271,20,703
272,20,305
273,20,699
274,21,719
275,21,613
276,21,819
277,21,202
278,21,668
279,21,574
280,21,216
281,21,499
282,21,752
283,21,316
284,21,681
285,21,943
286,21,463
287,21,764
288,21,779
289,21,493
290,22,974
291,22,446
292,22,662
293,22,135
294,22,56
295,22,464
296,22,755
297,22,416
298,22,686
299,22,922
300,22,727
301,22,962
302,22,657
303,22,185
304,23,999
305,23,496
306,23,994
307,23,68
308,23,513
309,23,96
310,23,932
311,23,70
312,23,798
313,23,407
314,23,499
315,23,991
316,23,753
317,23,876
318,23,658
319,23,800
320,23,495
321,23,327
322,23,206
323,23,965
324,23,571
325,23,171
326,23,550
327,23,669
328,23,74
329,23,431
330,23,905
331,23,249
332,23,588
333,24,229
334,24,982
335,24,738
336,24,780
337,24,523
338,24,12
339,25,914
340,25,670
341,25,515
342,25,249
343,25,26
344,25,133
345,25,889
346,25,584
347,25,865
348,25,862
349,25,651
350,25,727
351,25,348
352,26,754
353,26,722
354,26,666
355,26,787
356,26,72
357,26,463
358,26,234
359,26,317
360,26,273
361,26,884
362,26,196
363,26,286
364,26,954
365,26,235
366,26,729
367,26,309
368,26,419
369,26,511
370,26,63
371,26,814
372,26,712
373,26,624
374,26,549
375,26,989
376,26,799
377,26,393
378,27,595
379,27,578
380,27,479
381,27,355
382,27,64
383,27,717
384,27,9
385,27,973
386,27,816
387,27,954
388,27,130
389,27,80
390,27,867
391,27,311
392,27,936
393,27,908
394,27,980
395,27,372
396,27,118
397,27,672
398,27,845
399,28,639
400,28,435
401,28,416
402,28,863
403,28,903
404,28,886
405,28,120
406,28,954
407,28,435
408,28,32
409,28,775
410,28,407
411,28,953
412,28,423
413,28,851
414,28,835
415,28,586
416,28,797
417,28,916
418,28,802
419,28,688
420,28,156
421,28,216
422,28,875
423,28,784
424,28,150
425,29,293
426,29,361
427,29,936
428,29,767
429,29,699
430,29,926
431,29,597
432,29,587
433,29,207
434,30,895
435,30,439
436,30,645
437,30,316
438,30,93
439,30,71
440,30,845
441,30,874
442,30,135
443,30,223
444,30,328
445,30,269
446,30,391
447,30,798
448,30,164
449,30,168
450,30,851
451,30,664
452,30,345
453,30,824
454,30,349
455,30,366
456,30,674
457,30,71
458,31,256
459,31,329
460,31,255
461,31,110
462,31,998
463,31,183
464,32,395
465,32,473
466,32,388
467,32,541
468,32,67
469,32,957
470,32,974
471,32,217
472,33,823
473,33,573
474,33,408
475,33,747
476,33,918
477,33,405
478,33,567
479,33,636
480,33,372
481,33,51
482,33,1
483,33,293
484,33,719
485,33,393
486,33,876
487,33,852
488,33,169
489,33,139
490,33,902
491,33,104
492,33,837
493,34,174
494,34,359
495,34,355
496,34,632
497,34,541
498,34,38
499,34,22
500,34,85
501,34,476
502,34,676
503,34,129
504,34,476
505,34,96
506,34,871
507,34,699
508,34,889
509,34,292
510,34,472
511,34,220
512,34,999
513,34,245
514,34,77
515,34,490
516,34,962
517,34,964
518,34,474
519,34,832
520,34,699
521,34,180
522,35,283
523,35,551
524,35,189
525,35,138
526,35,250
527,35,152
528,35,186
529,35,795
530,35,779
531,35,152
532,35,727
533,35,849
534,35,858
535,35,555
536,35,451
537,35,546
538,35,237
539,36,915
540,36,978
541,36,723
542,36,569
543,36,489
544,36,489
545,36,54
546,36,608
547,36,438
548,36,443
549,36,598
550,36,801
551,36,31
552,36,157
553,36,437
554,36,957
555,37,576
556,37,689
557,37,433
558,37,306
559,37,469
560,37,428
561,37,389
562,37,344
563,37,518
564,37,414
565,38,926
566,38,816
567,38,145
568,38,306
569,38,235
570,38,414
571,38,338
572,38,435
573,38,310
574,38,857
575,38,288
576,38,465
577,38,600
578,38,968
579,38,966
580,38,594
581,38,288
582,38,525
583,38,835
584,38,267
585,38,568
586,38,731
587,38,87
588,38,757
589,38,855
590,38,297
591,38,684
592,38,820
593,39,782
594,39,704
595,39,361
596,39,156
597,39,758
598,39,585
599,39,694
600,39,114
601,39,97
602,39,229
603,39,566
604,39,791
605,39,568
606,39,194
607,39,992
608,39,405
609,39,257
610,39,61
611,39,648
612,39,754
613,39,342
614,40,51
615,40,196
616,40,758
617,40,715
618,40,404
619,40,996
620,40,932
621,40,854
622,40,838
623,40,741
624,40,589
625,40,704
626,40,996
627,40,390
628,40,939
629,40,762
630,40,101
631,40,750
632,40,392
633,40,303
634,40,911
635,40,900
636,40,350
637,40,816
638,40,378
639,40,709
640,40,76
641,40,490
642,41,671
643,41,732
644,42,654
645,42,219
646,42,400
647,42,720
648,42,855
649,42,5
650,42,157
651,42,248
652,42,471
653,42,343
654,42,585
655,42,375
656,42,638
657,42,34
658,42,717
659,42,447
660,42,622
661,42,451
662,42,702
663,42,706
664,42,12
665,42,799
666,42,814
667,42,951
668,42,557
669,42,979
670,42,395
671,42,153
672,42,338
673,43,22
674,43,487
675,43,852
676,43,312
677,43,960
678,43,344
679,43,655
680,43,752
681,43,829
682,43,18
683,43,910
684,43,567
685,43,392
686,43,481
687,43,439
688,43,897
689,43,108
690,43,356
691,43,488
692,43,953
693,43,429
694,43,552
695,43,699
696,43,354
697,43,744
698,44,837
699,44,625
700,44,706
701,44,427
702,44,767
703,44,763
704,44,263
705,44,195
706,44,75
707,44,632
708,44,687
709,44,983
710,44,303
711,44,425
712,44,378
713,44,426
714,44,220
715,44,441
716,44,983
717,44,69
718,44,89
719,44,25
720,44,215
721,44,50
722,44,882
723,44,559
724,44,688
725,44,587
726,44,626
727,44,365
728,45,27
729,45,119
730,45,398
731,45,375
732,45,745
733,45,249
734,45,18
735,45,969
736,45,562
737,45,590
738,45,755
739,45,266
740,45,357
741,45,802
742,45,345
743,45,868
744,45,131
745,45,88
746,45,181
747,45,220
748,45,815
749,45,700
750,45,65
751,45,347
752,45,799
753,45,59
754,46,400
755,46,641
756,46,710
757,46,902
758,46,482
759,46,941
760,46,410
761,46,542
762,46,156
763,46,512
764,46,84
765,46,469
766,46,537
767,46,965
768,46,820
769,46,912
770,47,240
771,47,801
772,47,527
773,47,988
774,47,939
775,47,693
776,47,224
777,47,588
778,47,40
779,47,222
780,47,194
781,47,417
782,47,661
783,47,891
784,47,425
785,47,421
786,47,713
787,47,828
788,47,139
789,48,625
790,48,385
791,48,997
792,48,435
793,48,172
794,48,354
795,48,445
796,48,899
797,48,588
798,48,742
799,48,813
800,48,157
801,48,525
802,48,237
803,48,117
804,48,458
805,48,234
806,48,593
807,48,503
808,48,143
809,48,24
810,48,83
811,48,65
812,48,35
813,48,581
814,49,986
815,49,484
816,49,148
817,49,617
818,49,569
819,49,99
820,49,145
821,49,264
822,49,395
823,49,448
824,49,580
825,49,500
826,50,250
827,50,733
828,50,165
829,50,990
830,50,761
831,50,337
832,50,882
833,50,633
834,50,563
835,50,606
836,50,682
837,50,115
838,50,31
839,50,434
840,50,545
841,50,570
842,50,748
843,50,489
844,50,931
845,50,993
846,50,52
847,50,10
848,50,163
849,50,982
850,51,799
851,51,138
852,51,759
853,51,597
854,51,552
855,51,698
856,51,452
857,51,340
858,51,812
859,51,938
860,51,617
861,51,899
862,51,889
863,51,680
864,51,779
865,51,72
866,51,456
867,52,332
868,52,986
869,52,605
870,52,519
871,52,883
872,52,111
873,52,491
874,52,508
875,52,66
876,52,74
877,52,555
878,52,872
879,52,127
880,52,866
881,52,127
882,52,301
883,52,350
884,52,684
885,52,133
886,52,210
887,52,503
888,52,375
889,52,195
890,53,21
891,53,824
892,53,531
893,53,661
894,53,896
895,53,378
896,53,518
897,53,673
898,53,441
899,53,394
900,53,496
901,53,357
902,53,75
903,53,731
904,53,172
905,53,379
906,53,140
907,53,852
908,53,48
909,53,897
910,54,996
911,54,132
912,54,950
913,54,735
914,54,82
915,54,468
916,54,98
917,54,960
918,54,800
919,54,232
920,54,2
921,54,607
922,54,972
923,54,824
924,54,529
925,54,302
926,54,975
927,54,747
928,54,485
929,54,642
930,54,554
931,54,821
932,54,367
933,54,280
934,55,240
935,55,551
936,55,223
937,55,396
938,55,928
939,55,746
940,56,155
941,56,254
942,56,407
943,56,603
944,56,332
945,56,686
946,56,816
947,56,756
948,56,85
949,56,205
950,57,683
951,57,214
952,57,74
953,57,427
954,57,673
955,57,819
956,57,17
957,57,545
958,57,219
959,57,308
960,57,947
961,57,614
962,57,568
963,57,106
964,57,198
965,57,737
966,57,64
967,57,634
968,57,79
969,57,497
970,57,972
971,57,324
972,57,284
973,57,894
974,57,799
975,57,12
976,57,950
977,57,700
978,58,846
979,58,482
980,58,47
981,58,924
982,58,120
983,58,90
984,58,613
985,58,356
986,58,855
987,58,893
988,58,555
989,58,450
990,58,683
991,58,301
992,58,283
993,58,677
994,58,491
995,58,199
996,58,254
997,58,831
998,58,528
999,58,873
1000,58,118
1001,58,936
1002,58,830
1003,58,113
1004,58,502
1005,58,799
1006,58,96
1007,58,253
1008,59,2
1009,59,833
1010,59,471
1011,59,537
1012,59,928
1013,59,112
1014,59,496
1015,59,757
1016,59,84
1017,59,342
1018,59,69
1019,59,367
1020,59,105
1021,59,449
1022,60,211
1023,60,416
1024,60,436
1025,60,44
1026,60,226
1027,60,155
1028,60,417
1029,60,983
1030,60,883
1031,60,150
1032,60,499
1033,60,327
1034,60,455
1035,60,587
1036,60,714
1037,60,207
1038,60,136
1039,60,621
1040,60,68
1041,60,25
1042,60,567
1043,60,959
1044,60,255
1045,60,977
1046,60,743
1047,60,965
1048,60,592
1049,60,738
1050,60,262
1051,60,687
1052,61,953
1053,61,253
1054,61,806
1055,61,192
1056,61,812
1057,61,500
1058,61,861
1059,62,880
1060,62,305
1061,62,476
1062,62,576
1063,62,53
1064,62,437
1065,62,779
1066,62,94
1067,62,174
1068,62,510
1069,62,853
1070,62,476
1071,62,968
1072,62,367
1073,62,925
1074,62,740
1075,63,344
1076,63,583
1077,63,108
1078,63,888
1079,63,986
1080,63,381
1081,63,685
1082,63,820
1083,63,358
1084,64,25
1085,64,506
1086,64,17
1087,64,215
1088,64,484
1089,64,359
1090,64,996
1091,64,424
1092,65,360
1093,65,317
1094,65,322
1095,65,947
1096,65,535
1097,65,620
1098,65,930
1099,65,638
1100,65,356
1101,65,368
1102,65,688
1103,65,884
1104,65,306
1105,65,424
1106,65,188
1107,65,811
1108,65,157
1109,65,852
1110,65,899
1111,65,835
1112,65,365
1113,65,818
1114,65,349
1115,65,191
1116,65,574
1117,65,455
1118,65,593
1119,65,491
1120,65,337
1121,65,217
1122,66,62
1123,66,634
1124,66,837
1125,66,172
1126,66,120
1127,66,277
1128,66,353
1129,66,680
1130,66,311
1131,66,838
1132,66,782
1133,66,607
1134,66,102
1135,66,170
1136,66,868
1137,66,45
1138,66,551
1139,66,701
1140,66,185
1141,66,14
1142,67,694
1143,67,67
1144,67,719
1145,67,161
1146,67,202
1147,67,54
1148,67,89
1149,67,7
1150,67,948
1151,67,224
1152,67,240
1153,67,125
1154,67,201
1155,67,641
1156,67,370
1157,67,588
1158,68,596
1159,68,910
1160,68,511
1161,68,461
1162,68,258
1163,68,426
1164,68,961
1165,68,743
1166,68,601
1167,68,404
1168,68,15
1169,68,347
1170,68,700
1171,68,758
1172,68,203
1173,68,76
1174,68,471
1175,68,794
1176,69,326
1177,69,984
1178,69,800
1179,69,58
1180,69,352
1181,69,825
1182,69,104
1183,69,332
1184,69,813
1185,69,919
1186,69,813
1187,69,586
1188,69,754
1189,70,597
1190,70,242
1191,70,600
1192,70,139
1193,70,659
1194,70,242
1195,70,709
1196,70,632
1197,70,529
1198,70,696
1199,70,814
1200,70,218
1201,70,971
1202,70,991
1203,70,577
1204,70,13
1205,70,446
1206,70,519
1207,70,260
1208,70,62
1209,70,88
1210,70,302
1211,71,348
1212,71,528
1213,71,189
1214,71,931
1215,71,768
1216,71,17
1217,71,465
1218,71,3
1219,71,599
1220,71,914
1221,72,919
1222,72,58
1223,72,493
1224,72,477
1225,72,323
1226,72,735
1227,72,762
1228,72,494
1229,72,852
1230,72,319
1231,72,522
1232,72,783
1233,72,617
1234,72,649
1235,72,33
1236,72,162
1237,72,911
1238,72,255
1239,72,659
1240,73,160
1241,73,391
1242,73,685
